"image 1","19.854598865629995"
"image 2","19.958800658290002"
"image 3","19.92092247269"
"image 4","20.00058518022"
"image 5","19.98724036409"
"image 6","19.915750923579996"
"image 7","19.991328371150004"
"image 8","19.96206249785"
"image 9","19.86271076863"
"image 10","19.88396696868"
"image 11","19.973327994930006"
"image 12","19.97546840359001"
"image 13","19.98730668203"
"image 14","19.84061720605"
"image 15","19.94867804893"
"image 16","19.882936320559992"
"image 17","19.985601221200007"
"image 18","19.937552187270004"
"image 19","19.894753577689993"
"image 20","19.991886841280003"
"image 21","19.98320940535"
"image 22","20.008094528340003"
"image 23","19.87940241141"
"image 24","19.83661085522999"
"image 25","20.00821555154"
"image 26","19.896374933159997"
"image 27","19.93282773666"
"image 28","19.96927206778"
"image 29","19.959380606310003"
"image 30","19.994230318249997"
"image 31","19.981439909979994"
"image 32","19.824730277680004"
"image 33","20.011297982300004"
"image 34","20.029877764659997"
"image 35","19.981206736000004"
"image 36","20.022970749609996"
"image 37","19.866294257179995"
"image 38","19.99220977729999"
"image 39","19.975925065449996"
"image 40","19.891721606869993"
"image 41","19.868812542760008"
"image 42","19.986958842169997"
"image 43","19.945912251480003"
"image 44","20.01472818436001"
"image 45","19.947362930549996"
"image 46","19.97888410025"
"image 47","19.842846906219997"
"image 48","20.000803918260004"
"image 49","19.85028754471001"
"image 50","20.008673941199998"
"image 51","19.877064195250004"
"image 52","19.868973299690005"
"image 53","19.926219454010003"
"image 54","19.893575351670005"
"image 55","20.01225949432"
"image 56","19.981563882199993"
"image 57","19.92782469931"
"image 58","19.980888206399996"
"image 59","19.972047125190002"
"image 60","20.002803000500002"
"image 61","19.892803582310002"
"image 62","19.83780849209"
"image 63","19.864817619870003"
"image 64","19.981788904569992"
"image 65","19.96720329737"
"image 66","19.98169718013"
"image 67","19.87883412298"
"image 68","20.016473716920004"
"image 69","19.839866018640002"
"image 70","20.018376329320002"
"image 71","19.851348673169994"
"image 72","19.841971305599994"
"image 73","19.920896380799995"
"image 74","19.982768622889992"
"image 75","20.010497217479998"
"image 76","19.89846885176"
"image 77","20.02020313427"
"image 78","19.887888719159992"
"image 79","19.967634186090002"
"image 80","19.879666197259994"
"image 81","19.863942398970003"
"image 82","19.901006227240003"
"image 83","19.968311553690008"
"image 84","20.00404465639"
"image 85","19.981647158059992"
"image 86","20.047843632560003"
"image 87","19.888682869069992"
"image 88","19.914185406639994"
"image 89","19.98449310518"
"image 90","19.983216154009998"
"image 91","19.988159814449997"
"image 92","19.881716985440004"
"image 93","19.839530830040005"
"image 94","19.999390891229996"
"image 95","19.988218176870003"
"image 96","19.924605736539995"
"image 97","19.97534343699"
"image 98","19.996794643980007"
"image 99","19.928412111660002"
"image 100","19.99783496894001"
